,LotArea,OverallQual,OverallCond,TotalBsmtSF,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,AboveMedianPrice
981,12203,8,5,1225,2,1,4,8,1,676,1
982,3182,7,5,1266,2,0,2,6,1,388,0
983,11250,8,5,1128,2,1,4,9,1,779,1
984,10125,5,5,0,2,0,4,8,0,539,0
985,10880,5,5,1164,1,0,3,5,0,240,0
986,5310,6,8,485,1,0,2,5,0,255,0
987,10159,9,5,1930,2,1,3,8,1,606,1
988,12046,6,6,848,2,1,4,8,1,551,1
989,8125,7,5,770,2,1,3,6,0,614,1
990,9452,8,5,1396,2,1,3,7,1,870,1
991,17671,8,9,916,1,1,4,8,1,424,1
992,9760,6,8,822,2,1,3,7,1,440,1
993,8846,6,5,750,2,1,3,6,0,564,1
994,12456,10,5,1700,2,0,3,7,1,786,1
995,4712,4,7,747,1,1,3,5,0,305,0
996,10659,5,6,1050,1,0,3,6,0,368,0
997,11717,6,6,1442,2,0,2,6,1,615,1
998,9786,3,4,1007,1,0,3,6,1,210,0
999,6762,7,5,1187,2,0,2,6,0,632,1
1000,10206,3,3,0,1,0,2,4,0,528,0
1001,5400,5,6,691,1,0,2,4,0,216,0
1002,11957,8,5,1574,2,0,3,7,1,824,1
1003,11500,5,6,1680,2,0,4,8,0,528,0
1004,3182,7,5,1346,2,0,1,7,1,457,1
1005,8385,5,8,985,2,0,3,6,0,328,0
1006,12155,6,3,1657,2,0,3,7,1,484,1
1007,2217,4,4,546,1,1,3,6,0,286,0
1008,12118,7,5,1710,2,0,3,7,1,550,1
1009,6000,5,5,1008,2,0,4,7,0,0,0
1010,21286,5,5,720,2,0,4,7,1,312,0
1011,9825,5,5,0,2,0,4,8,0,0,0
1012,10592,6,7,602,1,1,3,7,2,180,1
1013,7200,5,4,1022,1,0,2,4,0,280,0
1014,11664,6,5,1082,1,0,2,5,1,240,0
1015,8400,8,6,810,2,1,3,6,0,528,1
1016,11883,7,5,1504,2,0,3,6,1,478,1
1017,5814,8,5,1220,1,0,1,4,1,565,1
1018,10784,7,5,384,2,1,3,7,1,402,0
1019,3013,7,5,1362,2,0,2,6,1,440,1
1020,7024,4,5,1132,1,1,2,5,0,451,1
1021,7406,7,5,1199,2,0,2,6,0,632,1
1022,9439,5,5,912,1,0,2,6,0,160,0
1023,3182,7,5,1346,2,0,2,7,1,437,1
1024,15498,8,6,1565,2,0,2,10,1,665,1
1025,7700,5,5,882,1,0,3,5,0,461,0
1026,9300,5,5,1268,1,0,3,6,2,461,1
1027,9520,8,5,1638,2,0,3,7,1,800,1
1028,9492,5,5,768,1,0,3,6,1,240,0
1029,1680,6,7,672,1,1,3,7,0,264,0
1030,7082,5,8,686,2,0,5,10,0,0,0
1031,15863,7,3,824,2,1,5,12,2,672,1
1032,14541,8,7,1338,2,1,5,10,1,796,1
1033,8125,7,5,1654,2,0,3,6,0,900,1
1034,6305,5,7,920,1,0,2,5,1,240,0
1035,11500,4,3,0,1,0,3,5,0,290,0
1036,12898,9,5,1620,2,0,2,6,1,912,1
1037,9240,8,5,1055,2,1,3,7,1,905,1
1038,1533,4,6,546,1,1,3,6,1,0,0
1039,1477,4,4,630,1,0,1,3,0,286,0
1040,13125,5,4,1134,2,0,3,8,1,484,0
1041,9130,6,8,800,1,1,4,7,0,484,1
1042,5381,6,5,1306,2,0,1,5,1,624,1
1043,11839,7,5,1475,2,1,4,10,1,514,1
1044,9600,8,5,2524,2,1,4,9,1,542,1
1045,13680,3,5,0,2,0,4,8,1,452,0
1046,16056,9,5,1992,3,1,4,11,1,716,1
1047,9245,5,5,990,1,0,3,5,0,672,0
1048,21750,5,4,0,1,0,3,9,1,336,0
1049,11100,4,7,0,1,0,2,6,0,308,0
1050,8993,7,5,1302,2,0,3,6,0,436,1
1051,11175,7,5,1316,2,0,3,6,1,440,1
1052,9500,6,6,816,1,1,4,9,1,540,1
1053,8562,5,6,1216,1,0,4,7,1,364,0
1054,11367,8,5,1065,2,1,3,7,1,586,1
1055,11361,6,5,1193,2,0,3,7,1,478,1
1056,7052,7,5,1364,2,0,2,6,1,484,1
1057,29959,7,6,973,2,1,3,7,1,467,1
1058,11308,9,5,1104,2,1,3,10,1,836,1
1059,11275,6,7,854,1,1,3,7,1,432,1
1060,4920,8,5,1338,2,0,2,6,0,582,1
1061,18000,3,4,894,1,0,2,6,0,1248,0
1062,13600,5,5,662,2,0,5,10,0,560,0
1063,6000,6,6,1103,1,0,2,5,1,440,0
1064,11000,5,6,1154,1,1,3,6,1,480,0
1065,14000,7,5,1306,2,1,3,7,0,533,1
1066,7837,6,7,799,2,1,3,7,1,380,1
1067,9760,6,6,780,1,1,4,7,0,442,1
1068,3964,6,4,942,2,1,5,10,1,576,0
1069,9600,5,7,845,1,0,2,4,0,576,0
1070,10152,5,5,1048,1,0,3,6,0,286,0
1071,11700,6,6,727,1,1,4,8,0,441,0
1072,7585,5,3,810,1,0,4,7,1,280,0
1073,7950,6,6,690,1,1,3,6,0,440,0
1074,8556,7,5,1240,2,0,2,5,0,826,1
1075,13125,7,6,800,1,1,3,6,2,240,1
1076,10800,5,8,796,2,0,3,7,1,566,1
1077,15870,5,5,1096,1,0,3,6,0,299,0
1078,4435,6,5,848,1,0,1,3,1,420,0
1079,8775,5,5,990,1,0,3,5,0,299,0
1080,11040,6,7,1258,2,0,3,5,0,528,0
1081,7500,5,5,1040,1,1,3,5,0,308,0
1082,8749,7,5,1459,2,0,3,6,1,527,1
1083,8800,6,6,1251,1,0,3,6,2,461,0
1084,13031,6,5,691,2,1,3,6,1,409,1
1085,9069,6,6,936,1,0,2,5,0,564,0
1086,1974,4,5,546,1,1,3,6,0,286,0
1087,10574,8,5,1082,2,1,3,9,1,1043,1
1088,2522,7,5,970,2,0,3,7,0,380,0
1089,3316,8,5,1247,1,1,1,4,1,550,1
1090,8544,3,4,0,2,0,2,6,0,400,0
1091,2160,7,5,600,2,1,2,4,0,462,0
1092,8400,6,5,1181,2,0,4,7,1,576,0
1093,9230,5,8,864,1,1,1,6,0,884,0
1094,5868,5,7,936,1,0,2,4,0,308,0
1095,9317,6,5,1314,2,0,3,6,1,440,1
1096,6882,6,7,684,1,1,3,7,0,0,0
1097,3696,8,5,1074,1,1,2,5,0,461,1
1098,6000,4,6,672,1,0,3,6,0,240,0
1099,11880,7,5,1271,2,0,3,7,1,478,0
1100,8400,2,5,290,1,0,1,3,0,246,0
1101,9758,5,5,950,1,0,3,5,0,280,0
1102,7000,5,7,1010,1,0,2,6,0,254,0
1103,8910,6,6,655,1,0,3,6,1,539,0
1104,2016,5,5,630,2,1,3,6,0,440,0
1105,12256,8,5,1463,2,1,3,9,2,712,1
1106,10357,7,5,910,2,0,3,6,1,719,1
1107,23257,7,5,868,2,1,3,9,1,422,1
1108,8063,6,5,924,2,1,3,7,1,463,1
1109,11362,8,5,1836,2,0,3,7,1,862,1
1110,8000,6,5,773,2,1,3,8,1,431,1
1111,10480,7,6,803,2,1,4,8,1,483,1
1112,7100,5,7,816,1,0,2,5,0,308,0
1113,8923,5,7,1008,1,0,2,6,0,240,0
1114,5400,5,7,833,1,0,2,4,0,326,0
1115,12085,8,5,1734,2,0,3,7,1,928,1
1116,7750,8,5,408,2,1,3,7,1,527,1
1117,9764,5,7,894,1,0,3,5,0,450,0
1118,13825,5,6,533,1,0,3,6,0,300,0
1119,7560,5,5,1040,1,0,3,6,0,286,0
1120,8263,6,5,1012,1,0,2,6,1,308,0
1121,10084,7,5,1552,2,0,3,7,0,782,1
1122,8926,4,3,672,1,0,3,5,0,288,0
1123,9405,5,9,698,1,0,2,4,0,0,0
1124,9125,7,5,384,2,1,3,7,1,392,1
1125,10434,4,5,1005,1,0,2,5,1,672,0
1126,3684,7,5,1373,2,0,2,7,1,660,1
1127,14572,7,5,1530,2,0,3,7,1,630,1
1128,11796,7,5,847,2,1,4,8,1,434,1
1129,7200,5,5,936,1,0,2,4,0,672,0
1130,7804,4,3,1122,2,0,4,7,2,576,0
1131,10712,5,5,974,1,0,3,5,0,0,0
1132,9900,6,4,1008,2,0,5,8,0,205,0
1133,9828,8,5,1128,2,1,3,8,1,466,1
1134,8773,6,5,916,2,1,3,7,1,460,1
1135,6180,6,5,960,1,0,2,5,1,180,0
1136,9600,6,5,1032,1,0,3,6,0,288,0
1137,6342,5,8,780,1,0,2,6,0,0,0
1138,9819,6,5,1567,2,0,2,5,2,714,1
1139,8731,5,5,915,1,0,3,6,1,495,0
1140,7350,5,7,952,1,0,2,4,0,840,0
1141,10304,5,7,780,2,1,4,9,1,484,1
1142,9965,8,5,1466,3,0,4,11,1,1052,1
1143,9000,5,3,1006,1,0,3,5,0,0,0
1144,12180,4,4,672,1,0,2,5,0,280,0
1145,6240,5,6,1042,1,0,3,8,1,225,0
1146,11200,6,5,1298,2,0,3,5,1,403,1
1147,12000,7,7,704,1,1,3,7,1,234,1
1148,5700,7,7,572,1,0,2,5,1,288,0
1149,9000,7,9,650,1,0,3,7,0,324,0
1150,8280,6,5,932,1,0,2,4,1,306,0
1151,17755,5,4,1466,1,1,3,6,2,528,0
1152,14115,6,7,1073,1,0,2,6,1,470,1
1153,5890,6,8,816,1,0,2,5,0,432,0
1154,13700,7,6,864,1,2,4,8,2,492,1
1155,10768,5,8,1437,2,0,3,6,1,528,1
1156,9350,5,8,1219,2,0,3,6,1,502,1
1157,5001,7,5,1314,2,0,2,6,1,626,1
1158,11932,8,5,1580,2,0,3,7,0,830,1
1159,9120,6,6,901,2,1,4,8,1,540,1
1160,2280,6,5,855,2,1,3,7,1,440,0
1161,14778,6,7,1296,1,0,3,7,1,924,1
1162,8724,5,5,894,1,0,3,5,1,450,0
1163,12900,4,4,1198,0,2,0,6,0,400,0
1164,16157,5,7,1360,1,1,2,5,1,588,1
1165,9541,7,5,1502,2,0,3,7,0,644,1
1166,10475,8,5,1694,2,0,3,7,0,776,1
1167,10852,6,5,959,2,1,3,7,1,472,1
1168,13728,6,7,1127,2,0,4,7,2,540,1
1169,35760,10,5,1930,3,1,4,10,1,807,1
1170,9880,6,6,1096,1,0,3,6,1,358,1
1171,9120,6,6,1261,1,0,3,6,1,433,0
1172,4017,7,5,625,2,1,2,5,0,625,1
1173,18030,5,6,1598,3,0,3,12,1,0,1
1174,16560,6,8,952,2,1,4,9,1,360,1
1175,10678,8,5,1683,2,1,4,9,1,541,1
1176,6951,5,5,876,1,0,3,5,0,264,0
1177,3950,6,8,818,1,0,3,5,0,210,0
1178,7681,5,6,731,1,1,3,7,1,186,0
1179,8335,5,5,0,1,0,3,5,1,0,0
1180,11170,7,5,1216,2,1,4,8,0,693,1
1181,5587,8,5,1600,2,0,2,5,1,482,1
1182,15623,10,5,2396,3,1,4,10,2,813,1
1183,10800,5,6,1120,1,0,2,5,1,720,0
1184,35133,5,4,1572,1,1,3,5,2,995,1
1185,9738,5,7,784,1,0,4,7,0,392,0
1186,10615,3,5,978,2,0,3,7,0,420,0
1187,12461,8,5,1624,2,0,2,5,1,757,1
1188,8935,7,5,831,2,1,3,7,0,493,1
1189,7500,7,5,994,2,1,3,7,1,442,1
1190,32463,4,4,1249,1,0,3,7,1,1356,1
1191,2645,8,5,776,2,1,2,5,0,492,1
1192,9600,5,8,702,1,0,3,6,0,250,0
1193,4500,6,5,1224,2,0,2,5,0,402,1
1194,9364,6,7,663,1,1,4,7,0,299,0
1195,8029,6,5,728,2,1,3,8,0,400,1
1196,14054,7,5,879,2,1,4,9,1,660,1
1197,8850,7,6,815,1,0,3,7,1,225,0
1198,9100,7,5,1212,2,0,3,6,0,573,1
1199,11235,4,5,1051,1,1,3,6,1,459,0
1200,9353,4,5,864,1,0,3,5,0,280,0
1201,10400,7,5,866,2,1,3,6,0,546,1
1202,6000,5,8,884,1,0,3,5,1,216,0
1203,9750,7,5,1630,2,0,3,6,1,451,1
1204,10140,5,6,1056,1,1,3,6,0,495,0
1205,14684,7,7,2158,2,0,3,7,1,701,1
1206,8900,4,4,1056,1,0,2,5,0,384,0
1207,9135,6,5,1682,2,0,3,7,0,544,1
1208,7763,5,7,931,1,0,3,6,0,506,0
1209,10182,8,5,1660,2,0,3,8,1,500,1
1210,11218,6,5,1055,2,1,3,8,1,462,1
1211,12134,8,7,559,2,0,4,8,0,492,1
1212,9340,4,6,672,1,0,2,4,0,234,0
1213,10246,4,9,648,0,0,0,3,0,364,0
1214,10205,5,5,925,1,0,3,6,0,300,0
1215,7094,5,5,894,1,0,3,5,0,384,0
1216,8930,6,5,0,2,0,4,8,0,539,0
1217,8640,8,5,1300,2,0,3,6,0,552,1
1218,6240,4,5,0,1,0,2,3,0,0,0
1219,1680,6,5,672,1,1,3,7,0,0,0
1220,7800,5,5,912,1,0,2,5,0,288,0
1221,8250,5,5,952,1,0,3,5,1,322,0
1222,10496,6,6,1040,2,0,3,7,1,315,0
1223,10680,5,3,2136,2,0,4,7,0,528,0
1224,15384,7,5,788,2,1,3,8,1,388,1
1225,10482,6,8,588,1,0,3,6,0,264,0
1226,14598,6,5,894,2,1,4,9,1,668,1
1227,8872,5,8,912,1,0,2,5,0,576,0
1228,8769,9,5,1702,1,1,1,7,1,1052,1
1229,7910,5,5,1075,2,0,4,7,0,404,0
1230,18890,5,5,1361,2,2,4,12,1,600,1
1231,7728,5,6,1106,1,0,3,6,0,540,0
1232,9842,4,5,0,2,0,2,6,0,462,0
1233,12160,5,5,1188,1,0,3,6,0,531,0
1234,8525,5,6,940,1,1,4,7,0,0,0
1235,13132,5,5,747,1,1,4,9,0,180,0
1236,2628,7,5,764,2,1,2,6,0,474,1
1237,12393,7,5,847,2,1,4,8,1,434,1
1238,13072,6,5,1141,1,1,3,6,0,484,0
1239,9037,8,5,1476,2,0,2,6,1,472,1
1240,8158,7,5,884,2,1,3,8,0,543,1
1241,9849,7,6,1689,2,0,3,7,0,954,1
1242,10625,7,6,1053,2,0,3,6,2,528,1
1243,13891,10,5,2076,2,1,2,7,1,850,1
1244,11435,8,7,792,1,0,3,7,2,400,1
1245,12090,6,7,585,3,1,3,7,1,477,1
1246,8125,7,5,756,2,1,3,6,0,615,1
1247,12328,6,5,1012,1,0,3,6,0,888,1
1248,9600,6,5,735,1,1,3,8,1,396,0
1249,7200,5,7,876,1,0,3,6,0,276,0
1250,11160,7,5,2110,2,1,3,8,2,522,1
1251,3136,7,5,1405,2,0,2,6,1,478,1
1252,9858,5,6,864,1,0,3,5,0,288,0
1253,17542,7,7,1192,2,1,3,9,2,518,1
1254,6931,7,5,746,2,1,3,7,1,397,1
1255,6240,6,6,884,1,0,3,6,1,560,0
1256,14303,8,5,1986,2,0,2,7,1,691,1
1257,4060,5,8,864,1,0,2,4,0,0,0
1258,9587,7,5,856,2,0,2,5,0,400,1
1259,9750,6,8,1054,1,1,3,6,0,460,0
1260,24682,6,5,841,2,1,3,7,1,502,1
1261,9600,5,6,1050,1,0,2,5,0,338,0
1262,11250,4,5,1104,1,0,5,8,2,304,0
1263,13515,6,6,764,1,0,3,8,1,520,1
1264,4060,6,5,1405,2,0,2,5,0,511,1
1265,3735,7,5,691,2,1,3,6,0,506,1
1266,10120,7,4,925,1,1,4,9,1,308,0
1267,13214,9,5,2002,2,0,3,10,1,746,1
1268,14100,8,9,728,3,1,4,11,2,1014,1
1269,11344,5,5,874,1,1,3,7,0,315,0
1270,23595,7,6,1332,0,1,0,4,1,586,1
1271,9156,6,7,1489,2,0,3,7,1,462,1
1272,13526,5,6,935,1,0,3,5,0,288,0
1273,11512,6,7,1019,1,0,2,5,1,312,1
1274,5362,5,6,661,2,0,3,8,1,552,0
1275,11345,5,5,928,2,0,4,10,0,400,0
1276,12936,6,6,723,1,1,3,6,1,497,0
1277,17871,6,5,1680,1,1,3,7,1,480,1
1278,9473,8,5,1128,2,1,3,7,1,577,1
1279,7500,4,4,698,1,0,2,6,0,528,0
1280,9808,7,5,1573,2,0,3,6,0,544,1
1281,8049,7,5,1309,2,0,2,6,1,484,1
1282,8800,5,7,1040,2,0,3,5,0,484,0
1283,9400,6,5,912,2,2,4,8,0,0,0
1284,9638,6,7,804,2,0,4,10,1,336,1
1285,6000,6,6,780,1,0,4,6,1,280,0
1286,9790,6,5,1328,1,1,3,6,2,528,0
1287,36500,5,5,1624,2,0,4,7,0,390,1
1288,5664,8,5,1501,2,0,2,5,1,499,1
1289,11065,8,5,1085,2,1,3,8,1,753,1
1290,14112,5,7,1152,1,0,3,6,1,484,1
1291,1680,5,7,630,2,1,3,6,0,264,0
1292,6600,5,4,994,2,0,4,11,0,432,0
1293,10140,7,5,832,2,1,4,8,1,528,0
1294,8172,5,7,864,1,0,2,5,0,572,0
1295,8400,5,5,1052,1,1,3,5,0,288,0
1296,8700,5,6,1120,2,0,3,6,0,525,0
1297,3675,6,5,547,2,0,2,5,0,525,0
1298,63887,10,5,6110,2,1,3,12,3,1418,0
1299,7500,5,7,1246,1,1,3,6,0,305,0
1300,10762,7,5,978,2,1,3,9,1,490,1
1301,7500,6,7,771,1,0,3,7,2,213,1
1302,10120,8,5,1165,2,1,4,8,1,844,1
1303,8688,7,5,1616,2,0,3,7,0,834,1
1304,3363,7,5,976,2,0,3,7,0,380,0
1305,13173,9,5,1652,2,0,2,6,2,840,1
1306,6955,7,5,1368,2,0,2,6,1,474,1
1307,8072,5,5,990,1,0,3,5,0,480,0
1308,12000,5,7,924,1,0,2,6,0,528,0
1309,7153,6,5,1278,2,0,3,6,0,496,1
1310,17500,7,8,1902,2,0,3,7,2,567,1
1311,8814,7,5,1274,2,0,3,6,0,508,1
1312,9572,8,5,1453,2,1,4,9,1,750,1
1313,14774,9,5,1393,2,1,4,10,1,779,1
1314,8190,4,6,948,1,0,3,5,1,280,0
1315,11075,6,5,952,2,1,4,9,2,576,1
1316,10226,8,5,1622,2,0,3,8,1,860,1
1317,4230,7,5,1352,2,0,2,5,1,466,1
1318,14781,8,5,1753,2,0,3,7,1,748,1
1319,10215,4,5,864,1,0,3,5,0,248,0
1320,8400,6,3,1478,1,1,3,6,2,442,0
1321,6627,3,6,0,1,0,2,4,0,287,0
1322,10186,7,5,750,2,1,3,8,1,564,1
1323,5330,4,7,420,1,0,2,5,0,0,0
1324,9986,8,5,1795,2,0,2,7,1,895,0
1325,3636,4,4,796,1,0,2,5,0,0,0
1326,4270,3,6,544,1,0,3,6,0,0,0
1327,6600,5,9,816,1,0,3,5,1,264,0
1328,10440,6,7,1510,2,0,5,8,2,520,1
1329,9084,7,5,935,2,1,3,8,1,462,1
1330,10000,8,5,1588,2,0,3,7,1,825,1
1331,10780,5,5,911,1,0,3,6,0,576,0
1332,8877,4,6,816,1,0,2,3,1,288,0
1333,7200,5,6,803,1,1,2,6,0,297,0
1334,2368,5,6,765,1,1,3,7,0,440,0
1335,9650,6,5,1350,2,0,2,6,1,630,1
1336,9246,5,5,1656,2,0,4,8,0,506,0
1337,4118,4,4,693,1,0,2,4,0,0,0
1338,13450,7,5,916,2,1,3,8,0,492,1
1339,9560,5,7,864,1,0,3,5,0,288,0
1340,8294,4,5,858,1,0,3,5,0,480,0
1341,13695,6,5,1114,1,0,3,6,0,576,0
1342,9375,8,5,1284,2,1,3,7,1,647,1
1343,7558,6,6,896,1,1,3,9,1,342,1
1344,11103,7,5,728,2,1,3,8,1,440,0
1345,6000,4,4,960,1,0,2,5,0,308,0
1346,20781,7,7,1568,2,0,3,9,1,508,1
1347,15306,8,5,1732,2,0,3,7,1,712,1
1348,16196,7,5,1482,2,0,3,5,1,514,1
1349,5250,8,5,684,2,0,4,8,0,0,0
1350,11643,5,5,1248,2,2,6,12,0,968,1
1351,9247,6,6,858,1,1,4,8,1,490,1
1352,6000,6,9,698,1,0,2,4,0,624,0
1353,14720,8,5,2033,2,1,4,9,1,666,1
1354,10316,7,5,992,2,1,3,7,1,839,1
1355,10192,7,6,570,3,0,4,8,1,487,1
1356,9477,5,5,864,1,0,3,5,0,264,0
1357,12537,5,6,1078,1,1,3,6,1,500,0
1358,2117,6,5,756,2,1,3,5,0,440,1
1359,16737,9,5,1980,2,0,3,8,1,770,1
1360,9842,5,6,612,3,1,4,8,0,621,1
1361,16158,7,5,1530,2,0,3,7,1,430,1
1362,12513,4,4,715,2,0,4,7,1,368,0
1363,8499,6,5,616,2,1,3,6,1,432,0
1364,3180,7,5,600,2,1,2,4,0,480,0
1365,7500,7,5,814,2,1,3,7,0,663,1
1366,9179,7,5,873,2,1,3,7,0,588,1
1367,2665,5,6,757,2,0,4,6,1,336,0
1368,4435,6,5,848,1,0,1,4,0,420,0
1369,10635,8,5,1657,2,0,3,8,1,502,1
1370,5400,4,6,840,1,0,2,6,0,338,0
1371,9600,6,6,992,1,0,3,8,1,377,1
1372,9750,7,6,1108,2,1,3,8,1,583,1
1373,11400,10,5,2633,2,1,2,8,2,804,1
1374,10625,7,5,1026,2,1,3,9,1,936,1
1375,10991,8,5,1571,2,0,3,7,1,722,1
1376,6292,6,5,768,1,0,2,4,0,160,0
1377,10998,5,5,984,2,0,3,6,0,660,0
1378,1953,6,5,483,1,1,2,5,0,264,0
1379,9735,5,5,384,2,1,3,7,0,400,1
1380,8212,3,3,864,1,0,2,5,0,200,0
1381,12925,6,7,1205,2,1,4,7,2,550,1
1382,7200,7,7,596,1,1,4,8,0,576,0
1383,25339,5,7,816,2,0,3,7,0,576,0
1384,9060,6,5,560,1,0,2,6,0,280,0
1385,5436,4,8,796,1,0,3,7,0,240,0
1386,16692,7,5,1392,3,1,5,12,2,564,1
1387,8520,6,7,714,2,0,5,10,1,216,0
1388,14892,9,5,1746,2,0,3,7,2,758,1
1389,6000,6,6,735,1,0,3,6,1,440,0
1390,9100,7,5,1525,2,0,3,6,0,541,1
1391,8944,5,5,1584,2,0,4,8,0,792,0
1392,7838,5,5,864,1,0,3,6,1,288,0
1393,10800,6,7,482,2,0,3,7,1,672,0
1394,4045,7,5,1356,2,0,2,6,1,648,1
1395,12665,8,5,1094,2,1,4,9,1,642,1
1396,57200,5,5,747,1,0,3,7,2,572,0
1397,6120,5,8,939,1,1,4,8,0,180,0
1398,7200,5,4,1208,1,1,3,7,0,240,0
1399,6171,6,6,976,2,1,3,7,1,216,0
1400,6000,6,7,862,1,0,3,5,1,208,0
1401,7415,6,5,839,2,1,3,8,1,398,1
1402,6762,7,5,1286,2,0,2,6,1,662,1
1403,15256,8,5,1485,2,0,3,6,0,754,1
1404,10410,3,4,672,1,0,3,6,0,936,0
1405,3842,8,5,1594,2,0,2,5,1,482,1
1406,8445,5,7,768,1,0,2,5,0,396,0
1407,8780,5,5,833,1,0,3,5,0,0,0
1408,7740,4,7,622,1,0,3,6,0,528,0
1409,20544,7,6,791,2,1,3,7,1,542,1
1410,12420,7,5,944,2,1,3,6,0,622,1
1411,9600,6,8,856,1,1,3,6,0,271,0
1412,7200,4,5,0,2,0,2,6,0,420,0
1413,10994,8,5,1844,2,0,2,7,1,620,1
1414,13053,6,7,833,1,1,4,8,1,370,1
1415,3635,7,5,1386,2,0,1,7,1,660,1
1416,11340,4,6,777,2,0,4,11,0,560,0
1417,16545,8,5,1284,2,1,3,7,1,1069,1
1418,9204,5,5,1144,1,1,3,6,0,336,0
1419,16381,6,5,1844,2,0,3,7,1,540,1
1420,11700,6,6,708,2,1,3,7,1,776,1
1421,4043,6,5,1069,2,0,2,4,1,440,0
1422,4435,6,5,848,1,0,1,3,0,420,0
1423,19690,6,7,697,2,0,4,8,1,432,1
1424,9503,5,5,1024,1,0,2,6,1,484,0
1425,10721,6,6,1252,1,0,3,7,0,528,0
1426,10944,7,5,1223,2,1,3,5,2,525,1
1427,10930,5,6,913,1,1,3,6,1,288,0
1428,7200,5,7,788,1,0,2,4,2,240,0
1429,12546,6,7,1440,2,0,3,7,1,467,1
1430,21930,5,5,732,2,1,4,7,1,372,1
1431,4928,6,6,958,2,0,2,5,0,440,0
1432,10800,4,6,656,2,0,4,5,0,216,0
1433,10261,6,5,936,2,1,3,8,1,451,1
1434,17400,5,5,1126,2,0,3,5,1,484,0
1435,8400,6,9,1319,1,1,3,7,1,462,1
1436,9000,4,6,864,1,0,3,5,0,528,0
1437,12444,8,5,1932,2,0,2,7,1,774,1
1438,7407,6,7,912,1,0,2,6,0,923,0
1439,11584,7,6,539,2,1,3,6,1,550,1
1440,11526,6,7,588,2,0,3,11,1,672,1
1441,4426,6,5,848,1,0,1,3,1,420,0
1442,11003,10,5,1017,2,1,3,10,1,812,1
1443,8854,6,6,952,1,0,2,4,1,192,0
1444,8500,7,5,1422,2,0,3,7,0,626,1
1445,8400,6,5,814,1,0,3,6,0,240,0
1446,26142,5,7,1188,1,0,3,6,0,312,0
1447,10000,8,5,1220,2,1,3,8,1,556,1
1448,11767,4,7,560,1,1,2,6,0,384,0
1449,1533,5,7,630,1,0,1,3,0,0,0
1450,9000,5,5,896,2,2,4,8,0,0,0
1451,9262,8,5,1573,2,0,3,7,1,840,1
1452,3675,5,5,547,1,0,2,5,0,525,0
1453,17217,5,5,1140,1,0,3,6,0,0,0
1454,7500,7,5,1221,2,0,2,6,0,400,1
1455,7917,6,5,953,2,1,3,7,1,460,1
1456,13175,6,6,1542,2,0,3,7,2,500,1
1457,9042,7,9,1152,2,0,4,9,2,252,1
1458,9717,5,6,1078,1,0,2,5,0,240,0
1459,9937,5,6,1256,1,1,3,6,0,276,0
